2022-12-01 18:44:41.413:   WARNING: Cannot create remote cache directory //assetcache/assetcache/assetcache_wot/
2022-12-01 18:44:55.900:   INFO: Asset request for resources/models/autoSound.primitives_processed retrieved from cache file: W:\.assetcache_wot\C8\68\C868A9D29F148376E8A3897C6AC9F76E_autoSound.primitives_processed
2022-12-01 18:44:55.900: 263>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_AM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_029_Stone_01_AM.dds.marker
2022-12-01 18:44:55.900:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_T-44.primitives_processed retrieved from cache file: W:\.assetcache_wot\97\45\97458A66E8292B00132C1A8E95383166_hd_hv3_T-44.primitives_processed
2022-12-01 18:44:55.901: 289>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_GMM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_Pershing_GMM.dds.marker
2022-12-01 18:44:55.901: 268>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_ANM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_029_Stone_01_ANM.dds.marker
2022-12-01 18:44:55.901: 281>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_AM.dds ->
2022-12-01 18:44:55.901: 281>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_AM.dds
2022-12-01 18:44:55.901: 263>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_AM.dds ->
2022-12-01 18:44:55.901: 263>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_AM_hd.dds
2022-12-01 18:44:55.901: 407>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_GMM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_012_Axe_GMM.dds.marker
2022-12-01 18:44:55.902: 401>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_ANM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_T-44_ANM.dds.marker
2022-12-01 18:44:55.902: 414>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_026_Fieldkitchen.primitives_processed written to: W:\.assetcache_wot\2C\6A\2C6A0DE753CB35E8DC3468EE09040868_hd_hv3_026_Fieldkitchen.primitives_processed
2022-12-01 18:44:55.902: 406>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_GMM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_T-44_GMM.dds.marker
2022-12-01 18:44:55.902: 415>  INFO:   P:/temp/lite_ue_1.19/res/particles/environment/hangar/hangar_v3_godsmoke.eff ->
2022-12-01 18:44:55.902: 415>  INFO:       P:/res/.jit/output/particles/environment/hangar/hangar_v3_godsmoke.effbin
2022-12-01 18:44:55.902:   INFO:   Created task: p:/temp/lite_ue_1.19/res/resources/maps/gizmo/autosound.dds
2022-12-01 18:44:55.902: 263>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_AM.dds ->
2022-12-01 18:44:55.902: 263>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_AM.dds
2022-12-01 18:44:55.903: 397>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_AM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_T-44_AM.dds.marker
2022-12-01 18:44:55.903: 404>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_ANM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_012_Axe_ANM.dds.marker
2022-12-01 18:44:55.903: 412>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_ANM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_026_Fieldkitchen_ANM.dds.marker
2022-12-01 18:44:55.903: 413>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_GMM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_026_Fieldkitchen_GMM.dds.marker
2022-12-01 18:44:55.903: 407>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_GMM.dds ->
2022-12-01 18:44:55.903: 399>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_AM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_012_Axe_AM.dds.marker
2022-12-01 18:44:55.903: 407>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_GMM_hd.dds
2022-12-01 18:44:55.903: 289>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_GMM.dds ->
2022-12-01 18:44:55.903: 289>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_GMM_hd.dds
2022-12-01 18:44:55.903: 268>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_ANM.dds ->
2022-12-01 18:44:55.903: 268>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_ANM_hd.dds
2022-12-01 18:44:55.903: 401>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_ANM.dds ->
2022-12-01 18:44:55.903: 401>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_ANM_hd.dds
2022-12-01 18:44:55.904: 406>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_GMM.dds ->
2022-12-01 18:44:55.904: 406>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_GMM_hd.dds
2022-12-01 18:44:55.904: 404>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_ANM.dds ->
2022-12-01 18:44:55.904: 404>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_ANM_hd.dds
2022-12-01 18:44:55.904: 411>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_AM.dds.marker written to: W:\.assetcache_wot\87\87\87871534434B020D70C7245FE1A4646C_hd_hv3_026_Fieldkitchen_AM.dds.marker
2022-12-01 18:44:55.904: 397>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_AM.dds ->
2022-12-01 18:44:55.904: 273>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_GMM_hd.dds written to: W:\.assetcache_wot\D0\FE\D0FE96C22EFBCFB92D92C63F6774DBF7_hd_hv3_029_Stone_01_GMM_hd.dds
2022-12-01 18:44:55.904: 412>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_ANM.dds ->
2022-12-01 18:44:55.904: 397>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_AM_hd.dds
2022-12-01 18:44:55.904: 412>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_ANM_hd.dds
2022-12-01 18:44:55.904: 413>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_GMM.dds ->
2022-12-01 18:44:55.904: 413>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_GMM_hd.dds
2022-12-01 18:44:55.904: 407>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_GMM.dds ->
2022-12-01 18:44:55.904: 407>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_GMM.dds
2022-12-01 18:44:55.904: 289>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_GMM.dds ->
2022-12-01 18:44:55.904: 289>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_GMM.dds
2022-12-01 18:44:55.904: 399>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_AM.dds ->
2022-12-01 18:44:55.904: 399>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_AM_hd.dds
2022-12-01 18:44:55.904: 411>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_AM.dds ->
2022-12-01 18:44:55.904: 411>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_AM_hd.dds
2022-12-01 18:44:55.904: 406>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_GMM.dds ->
2022-12-01 18:44:55.904: 404>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_ANM.dds ->
2022-12-01 18:44:55.904: 406>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_GMM.dds
2022-12-01 18:44:55.904: 404>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_ANM.dds
2022-12-01 18:44:55.905: 399>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_AM.dds ->
2022-12-01 18:44:55.905: 399>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_AM.dds
2022-12-01 18:44:55.905: 413>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_GMM.dds ->
2022-12-01 18:44:55.905: 413>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_GMM.dds
2022-12-01 18:44:55.905:   WARNING: Could not find a rule to create a task for file virtual://P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_012_Axe.model?HavokProcessor
2022-12-01 18:44:55.905: 412>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_ANM.dds ->
2022-12-01 18:44:55.905: 412>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_ANM.dds
2022-12-01 18:44:55.905: 397>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_AM.dds ->
2022-12-01 18:44:55.905: 411>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_AM.dds ->
2022-12-01 18:44:55.905: 397>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_AM.dds
2022-12-01 18:44:55.905: 411>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_AM.dds
2022-12-01 18:44:55.906: 417>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/resources/maps/gizmo/autoSound.dds
2022-12-01 18:44:55.906: 417>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.906: 417>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.906: 401>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_ANM.dds ->
2022-12-01 18:44:55.906: 417>  INFO:     Creating dependencies...
2022-12-01 18:44:55.906: 401>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_ANM.dds
2022-12-01 18:44:55.906: 417>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.906: 268>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_ANM.dds ->
2022-12-01 18:44:55.906: 268>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_ANM.dds
2022-12-01 18:44:55.906: 417>  INFO: Checking conversion...
2022-12-01 18:44:55.908: 286>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_ANM_hd.dds written to: W:\.assetcache_wot\46\9E\469E142AD5776D2F1FEBCD8F928E167A_hd_hv3_Pershing_ANM_hd.dds
2022-12-01 18:44:55.908:   WARNING: Could not find a rule to create a task for file virtual://P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_T-44.model?HavokProcessor
2022-12-01 18:44:55.908: 281>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_AM_hd.dds written to: W:\.assetcache_wot\14\86\14864FCCC0ABFD4D70FEAB7B74B9DD2A_hd_hv3_Pershing_AM_hd.dds
2022-12-01 18:44:55.909: 415>  INFO: CACHE Local Write: particles/environment/hangar/hangar_v3_godsmoke.effbin written to: W:\.assetcache_wot\40\0C\400C73280DAE5AE10499AEE776C04025_hangar_v3_godsmoke.effbin
2022-12-01 18:44:55.909: 417>  INFO:   Dependencies out of date
2022-12-01 18:44:55.909: 417>  INFO:     Converting task...
2022-12-01 18:44:55.909:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_011_sleeve_am.dds
2022-12-01 18:44:55.909: 263>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_AM_hd.dds written to: W:\.assetcache_wot\2F\8A\2F8AE39E9E0774F63159F29D883A6E0A_hd_hv3_029_Stone_01_AM_hd.dds
2022-12-01 18:44:55.910:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_011_sleeve_anm.dds
2022-12-01 18:44:55.910: 399>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_AM_hd.dds written to: W:\.assetcache_wot\A8\63\A863D30F4F2D2E047059C9CCC2D73B6C_hd_hv3_012_Axe_AM_hd.dds
2022-12-01 18:44:55.910:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_011_sleeve_gmm.dds
2022-12-01 18:44:55.910:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_011_sleeve.primitives
2022-12-01 18:44:55.910: 423>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_011_Sleeve.primitives
2022-12-01 18:44:55.911: 423>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.911: 423>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.911: 423>  INFO:     Creating dependencies...
2022-12-01 18:44:55.911: 423>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.911: 423>  INFO: Checking conversion...
2022-12-01 18:44:55.912: 420>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_AM.dds
2022-12-01 18:44:55.912: 420>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.912: 420>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.912: 420>  INFO:     Creating dependencies...
2022-12-01 18:44:55.912: 420>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.912: 421>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_ANM.dds
2022-12-01 18:44:55.912: 421>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.912: 421>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.912: 421>  INFO:     Creating dependencies...
2022-12-01 18:44:55.912: 423>  INFO:   Dependencies out of date
2022-12-01 18:44:55.912: 421>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.912: 423>  INFO:     Converting task...
2022-12-01 18:44:55.912: 420>  INFO: Checking conversion...
2022-12-01 18:44:55.913: 421>  INFO: Checking conversion...
2022-12-01 18:44:55.913: 422>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_011_Sleeve_GMM.dds
2022-12-01 18:44:55.913: 422>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.913: 422>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.913: 422>  INFO:     Creating dependencies...
2022-12-01 18:44:55.913: 422>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.914: 422>  INFO: Checking conversion...
2022-12-01 18:44:55.914: 414>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_026_Fieldkitchen.primitives_plus_secondarydeps written to: W:\.assetcache_wot\2B\14\2B14FC124C4F52B2CCE4A39D933C3B12_hd_hv3_026_Fieldkitchen.primitives_plus_secondarydeps
2022-12-01 18:44:55.914: 423>  INFO:   P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_011_Sleeve.primitives ->
2022-12-01 18:44:55.914: 423>  INFO:       P:/res/.jit/output/content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_011_Sleeve.primitives_processed
2022-12-01 18:44:55.915: 407>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_GMM_hd.dds written to: W:\.assetcache_wot\63\90\6390B648B5146B991741E1621F7A6621_hd_hv3_012_Axe_GMM_hd.dds
2022-12-01 18:44:55.915: 397>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_AM_hd.dds written to: W:\.assetcache_wot\8D\B3\8DB3A01F38B582331D633B9A5BDCD921_hd_hv3_T-44_AM_hd.dds
2022-12-01 18:44:55.915: 404>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_ANM_hd.dds written to: W:\.assetcache_wot\28\83\28839946C825C3DC83B68CFBA7705724_hd_hv3_012_Axe_ANM_hd.dds
2022-12-01 18:44:55.915: 406>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_GMM_hd.dds written to: W:\.assetcache_wot\8D\6E\8D6EBD395C63343149C0903F072716E7_hd_hv3_T-44_GMM_hd.dds
2022-12-01 18:44:55.915: 411>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_AM_hd.dds written to: W:\.assetcache_wot\F1\83\F183BAC9858758E710D7728F9FEC6AF8_hd_hv3_026_Fieldkitchen_AM_hd.dds
2022-12-01 18:44:55.915: 412>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_ANM_hd.dds written to: W:\.assetcache_wot\79\13\79133F5AB57D1786BB8CA7FECAD06725_hd_hv3_026_Fieldkitchen_ANM_hd.dds
2022-12-01 18:44:55.915: 415>  INFO: CACHE Local Write: particles/environment/hangar/hangar_v3_godsmoke.eff_plus_secondarydeps written to: W:\.assetcache_wot\33\B8\33B89DC5E4015046A6AA72663887D301_hangar_v3_godsmoke.eff_plus_secondarydeps
2022-12-01 18:44:55.916: 413>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_GMM_hd.dds written to: W:\.assetcache_wot\CC\B6\CCB6B9E8FBFA091DDD2117EDCDFA2098_hd_hv3_026_Fieldkitchen_GMM_hd.dds
2022-12-01 18:44:55.916: 273>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_GMM.dds written to: W:\.assetcache_wot\20\CA\20CA23E791FB7C1F1B991E003FD64482_hd_hv3_029_Stone_01_GMM.dds
2022-12-01 18:44:55.916: 289>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_GMM_hd.dds written to: W:\.assetcache_wot\53\FB\53FBA005B089F734E488CF1876A32151_hd_hv3_Pershing_GMM_hd.dds
2022-12-01 18:44:55.917: 268>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_ANM_hd.dds written to: W:\.assetcache_wot\24\4D\244DDE01B8E9A5EE86B88CA474995D6A_hd_hv3_029_Stone_01_ANM_hd.dds
2022-12-01 18:44:55.917: 281>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_AM.dds written to: W:\.assetcache_wot\A3\CE\A3CEB4ED0782AF060ED4D298EC164CFB_hd_hv3_Pershing_AM.dds
2022-12-01 18:44:55.917: 286>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_ANM.dds written to: W:\.assetcache_wot\0B\A5\0BA585516E6870559D6FAA9AEA77CCD6_hd_hv3_Pershing_ANM.dds
2022-12-01 18:44:55.917: 399>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_AM.dds written to: W:\.assetcache_wot\31\FE\31FEDA7DC3B0951D348A54051A2D0A72_hd_hv3_012_Axe_AM.dds
2022-12-01 18:44:55.917: 263>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_029_Stone_01_AM.dds written to: W:\.assetcache_wot\ED\8F\ED8FBF91F9C1FBCFA478F08F21859764_hd_hv3_029_Stone_01_AM.dds
2022-12-01 18:44:55.918: 401>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_T-44_ANM_hd.dds written to: W:\.assetcache_wot\BD\31\BD3183EB774C804EE3FDB588F86E8639_hd_hv3_T-44_ANM_hd.dds
2022-12-01 18:44:55.918: 421>  INFO:   Dependencies out of date
2022-12-01 18:44:55.918: 414>  INFO: DONE: Task Completed
2022-12-01 18:44:55.918: 420>  INFO:   Dependencies out of date
2022-12-01 18:44:55.918: 422>  INFO:   Dependencies out of date
2022-12-01 18:44:55.918: 415>  INFO: DONE: Task Completed
2022-12-01 18:44:55.918: 421>  INFO:     Converting task...
2022-12-01 18:44:55.918: 420>  INFO:     Converting task...
2022-12-01 18:44:55.918: 422>  INFO:     Converting task...
2022-12-01 18:44:55.921: 417>  INFO:   P:/temp/lite_ue_1.19/res/resources/maps/gizmo/autoSound.dds ->
2022-12-01 18:44:55.921: 417>  INFO:       P:/res/.jit/intermediate/resources/maps/gizmo/autoSound.dds.marker
2022-12-01 18:44:55.921: 423>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_011_Sleeve.primitives_processed written to: W:\.assetcache_wot\0F\6F\0F6FE5E01EEA495A36F42825A5B1DCF1_hd_hv3_011_Sleeve.primitives_processed
2022-12-01 18:44:55.921:   INFO: Asset request for content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_026_Fieldkitchen.primitives_processed retrieved from cache file: W:\.assetcache_wot\2C\6A\2C6A0DE753CB35E8DC3468EE09040868_hd_hv3_026_Fieldkitchen.primitives_processed
2022-12-01 18:44:55.922:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_030_czechhedgehog_am.dds
2022-12-01 18:44:55.922:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_030_czechhedgehog_anm.dds
2022-12-01 18:44:55.922:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/hd_hv3_030_czechhedgehog_gmm.dds
2022-12-01 18:44:55.922:   INFO:   Created task: p:/temp/lite_ue_1.19/res/content/hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_030_czechhedgehog.primitives
2022-12-01 18:44:55.922: 424>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_AM.dds
2022-12-01 18:44:55.922: 424>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.923: 424>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.923: 424>  INFO:     Creating dependencies...
2022-12-01 18:44:55.923: 424>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.923: 425>  INFO: Processing new task: P:/temp/lite_ue_1.19/res/content/Hangars/hangar_v3/enviroment/hd_hv3_030_CzechHedgehog_ANM.dds
2022-12-01 18:44:55.923: 425>  INFO: Checking primary dependencies...
2022-12-01 18:44:55.923: 425>  INFO:   Primary dependencies out of date
2022-12-01 18:44:55.923: 425>  INFO:     Creating dependencies...
2022-12-01 18:44:55.923: 425>  INFO: Processing secondary dependencies...
2022-12-01 18:44:55.923: 424>  INFO: Checking conversion...
2022-12-01 18:44:55.923: 425>  INFO: Checking conversion...
2022-12-01 18:44:55.924: 281>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_Pershing_AM.dds_plus_secondarydeps written to: W:\.assetcache_wot\0C\F4\0CF4351435C64178CC9449AD152D1A8E_hd_hv3_Pershing_AM.dds_plus_secondarydeps
2022-12-01 18:44:55.924: 281>  INFO: DONE: Task Completed
2022-12-01 18:44:55.926: 424>  INFO:   Dependencies out of date
2022-12-01 18:44:55.926: 425>  INFO:   Dependencies out of date
2022-12-01 18:44:55.926: 404>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_012_Axe_ANM.dds written to: W:\.assetcache_wot\83\09\83099932DC86A74475D941B22B9BF68A_hd_hv3_012_Axe_ANM.dds
2022-12-01 18:44:55.926: 424>  INFO:     Converting task...
2022-12-01 18:44:55.926: 425>  INFO:     Converting task...
2022-12-01 18:44:55.926: 423>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/normal/lod0/hd_hv3_011_Sleeve.primitives_plus_secondarydeps written to: W:\.assetcache_wot\DB\52\DB5291F59C9E9B68A1AE400DEF3E5A83_hd_hv3_011_Sleeve.primitives_plus_secondarydeps
2022-12-01 18:44:55.926: 423>  INFO: DONE: Task Completed
2022-12-01 18:44:55.927:   INFO:   Created task: p:/temp/lite_ue_1.19/res/particles/content_deferred/pfx/environment/hangar/hangar_v3_godsmoke.vfx
2022-12-01 18:44:55.927: 411>  INFO: CACHE Local Write: content/Hangars/hangar_v3/enviroment/hd_hv3_026_Fieldkitchen_AM.dds written to: W:\.assetcache_wot\D5\E8\D5E8039CFCBD8E501DDDFDA179A2D338_hd_hv3_026_Fieldkitchen_AM.dds
